iter;num;solve;time
66;1;True;0.014103199999999871
67;1;True;0.014043000000000028
68;1;True;0.014103200000000093
69;1;True;0.014044299999999899
70;1;True;0.013925799999999988
71;1;True;0.014007099999999939
72;1;True;0.013943800000000062
73;1;True;0.013948400000000083
74;1;True;0.014049699999999943
75;1;True;0.014013899999999913
76;1;True;0.01396799999999998
77;1;True;0.014005900000000127
78;1;True;0.013987200000000088
79;1;True;0.013816400000000062
80;1;True;0.013954699999999987
81;1;True;0.013992200000000121
82;1;True;0.014073400000000014
83;1;True;0.01377750000000022
84;1;True;0.013809100000000019
85;1;True;0.013701200000000302
86;1;True;0.013810300000000275
87;1;True;0.013795300000000399
88;1;True;0.01409479999999963
89;1;True;0.014318900000000134
90;1;True;0.01385600000000009
91;1;True;0.013884100000000288
92;1;True;0.013772700000000082
93;1;True;0.013930699999999963
94;1;True;0.013985499999999984
95;1;True;0.014064199999999971
96;1;True;0.014031500000000197
97;1;True;0.014043399999999817
98;1;True;0.014413300000000184
99;1;True;0.013921799999999873
0;2;True;0.024400599999999883
1;2;True;0.025357000000000074
2;2;True;0.024469400000000086
3;2;True;0.02416419999999997
4;2;True;0.024529400000000035
5;2;True;0.024591400000000263
6;2;True;0.024607899999999905
7;2;True;0.024702599999999908
8;2;True;0.024556900000000326
9;2;True;0.024799999999999933
10;2;True;0.024610599999999927
11;2;True;0.02549290000000015
12;2;True;0.024464099999999878
13;2;True;0.024655000000000094
14;2;True;0.024840199999999868
15;2;True;0.02476690000000037
16;2;True;0.024665300000000112
17;2;True;0.024375500000000105
18;2;True;0.024326999999999988
19;2;True;0.024473899999999826
20;2;True;0.024467100000000297
21;2;True;0.02461840000000004
22;2;True;0.02439580000000019
23;2;True;0.02450259999999993
24;2;True;0.02442349999999971
25;2;True;0.024628799999999895
26;2;True;0.024303699999999928
27;2;True;0.02436489999999969
28;2;True;0.02429710000000007
29;2;True;0.024520800000000342
30;2;True;0.02419659999999979
31;2;True;0.024693000000000076
32;2;True;0.02466360000000023
33;2;True;0.02447139999999992
34;2;True;0.024874899999999922
35;2;True;0.02426729999999999
36;2;True;0.024235100000000287
37;2;True;0.024174800000000385
38;2;True;0.02422800000000036
39;2;True;0.02449980000000007
40;2;True;0.024108400000000252
41;2;True;0.024518199999999712
42;2;True;0.025224299999999644
43;2;True;0.024407499999999693
44;2;True;0.024297300000000188
45;2;True;0.02467050000000004
46;2;True;0.024572000000000038
47;2;True;0.024871500000000157
48;2;True;0.024843100000000007
49;2;True;0.02388810000000019
50;2;True;0.025002300000000144
51;2;True;0.02465110000000026
52;2;True;0.025024399999999947
53;2;True;0.02488199999999985
54;2;True;0.024786399999999986
55;2;True;0.02481060000000035
56;2;True;0.024878100000000014
57;2;True;0.02483229999999992
58;2;True;0.024823800000000062
59;2;True;0.025167999999999857
60;2;True;0.025093800000000055
61;2;True;0.024889799999999962
62;2;True;0.02491819999999967
63;2;True;0.025036000000000058
64;2;True;0.024908699999999673
65;2;True;0.024784600000000268
66;2;True;0.024770199999999853
67;2;True;0.024677999999999756
68;2;True;0.024767600000000112
69;2;True;0.02543950000000006
70;2;True;0.025064200000000092
71;2;True;0.02462270000000011
72;2;True;0.02469240000000017
73;2;True;0.02482450000000025
74;2;True;0.024725899999999967
75;2;True;0.024572599999999944
76;2;True;0.024714000000000347
77;2;True;0.024669900000000133
78;2;True;0.024569900000000366
79;2;True;0.024729400000000012
80;2;True;0.02466070000000009
81;2;True;0.0249429000000001
82;2;True;0.024829599999999452
83;2;True;0.02431689999999964
84;2;True;0.02438740000000017
85;2;True;0.024645200000000145
86;2;True;0.02462690000000034
87;2;True;0.024565799999999527
88;2;True;0.024747800000000097
89;2;True;0.0243960999999997
90;2;True;0.024424800000000246
91;2;True;0.024457200000000512
92;2;True;0.025171399999999622
93;2;True;0.024668199999999807
94;2;True;0.024821199999999877
95;2;True;0.024727000000000388
96;2;True;0.024613300000000393
97;2;True;0.02438740000000017
98;2;True;0.02423639999999949
99;2;True;0.024288400000000543
0;3;True;0.01417840000000048
1;3;True;0.014047299999999652
2;3;True;0.014069199999999782
3;3;True;0.014140099999999656
4;3;True;0.014305400000000468
5;3;True;0.014432900000000082
6;3;True;0.015233299999999339
7;3;True;0.0145092
8;3;True;0.01433630000000008
9;3;True;0.01430160000000047
10;3;True;0.01423989999999975
11;3;True;0.014164200000000626
12;3;True;0.014321200000000367
13;3;True;0.01418219999999959
14;3;True;0.014279900000000012
15;3;True;0.014379299999999873
16;3;True;0.01405019999999979
17;3;True;0.014025600000000082
18;3;True;0.014096600000000237
19;3;True;0.014053500000000163
20;3;True;0.014109600000000277
21;3;True;0.014326300000000458
22;3;True;0.014124799999999382
23;3;True;0.013997400000000049
24;3;True;0.013884399999999353
25;3;True;0.013655499999999599
26;3;True;0.014187500000000242
27;3;True;0.01491259999999972
28;3;True;0.015021200000000512
29;3;True;0.014055500000000443
30;3;True;0.014241600000000076
31;3;True;0.014267899999999223
32;3;True;0.014326400000000739
33;3;True;0.01434019999999947
34;3;True;0.01429970000000047
35;3;True;0.014455400000000118
36;3;True;0.014338900000000265
37;3;True;0.014269099999999924
38;3;True;0.014196600000000004
39;3;True;0.014352699999999885
40;3;True;0.014044600000000074
41;3;True;0.01415550000000021
42;3;True;0.014288299999999587
43;3;True;0.013960200000000533
44;3;True;0.014787600000000012
45;3;True;0.014979399999999643
46;3;True;0.013997000000000703
47;3;True;0.014048800000000305
48;3;True;0.013947100000000212
49;3;True;0.01399349999999977
50;3;True;0.014045799999999886
51;3;True;0.014280700000000479
52;3;True;0.014083300000000243
53;3;True;0.014062400000000252
54;3;True;0.014017800000000413
55;3;True;0.014334800000000314
56;3;True;0.01437020000000011
57;3;True;0.014717599999999997
58;3;True;0.014462299999999928
59;3;True;0.01404530000000026
60;3;True;0.014206500000000233
61;3;True;0.014088199999999773
62;3;True;0.01415339999999965
63;3;True;0.01418029999999959
64;3;True;0.014433299999999427
65;3;True;0.014289900000000522
66;3;True;0.014386800000000477
67;3;True;0.014281200000000105
68;3;True;0.014387600000000056
69;3;True;0.014435200000000314
70;3;True;0.014362900000000067
71;3;True;0.014354200000000539
72;3;True;0.014434600000000408
73;3;True;0.014609199999999767
74;3;True;0.014453299999999558
75;3;True;0.014377800000000107
76;3;True;0.014460299999999648
77;3;True;0.014492699999999914
78;3;True;0.014350500000000821
79;3;True;0.01429559999999963
80;3;True;0.014298100000000424
81;3;True;0.014649200000000029
82;3;True;0.014383099999999871
83;3;True;0.014251500000000306
84;3;True;0.014288600000000429
85;3;True;0.014219500000000274
86;3;True;0.014286499999999869
87;3;True;0.014362499999999834
88;3;True;0.014401999999999582
89;3;True;0.014396500000000145
90;3;True;0.014291899999999913
91;3;True;0.014603400000000377
92;3;True;0.01438489999999959
93;3;True;0.014484899999999357
94;3;True;0.014334599999999753
95;3;True;0.014238500000000265
96;3;True;0.014370399999999783
97;3;True;0.014399300000000004
98;3;True;0.014341700000000124
99;3;True;0.01419719999999991
0;4;True;0.003325400000000478
1;4;True;0.003234799999999538
2;4;True;0.0033193999999996393
3;4;True;0.0032669999999992427
4;4;True;0.0032937999999997913
5;4;True;0.0033783999999998926
6;4;True;0.0032885000000000275
7;4;True;0.0032745999999992392
8;4;True;0.0032940999999997445
9;4;True;0.0033044999999995994
10;4;True;0.0033111999999997366
11;4;True;0.00330949999999941
12;4;True;0.0032814999999999372
13;4;True;0.0032522999999997637
14;4;True;0.0034064000000002537
15;4;True;0.003287300000000215
16;4;True;0.003257399999999855
17;4;True;0.0035338999999998677
18;4;True;0.003256399999999715
19;4;True;0.0035496000000003747
20;4;True;0.003297100000000164
21;4;True;0.0032559000000000893
22;4;True;0.003242799999999768
23;4;True;0.0034659000000001328
24;4;True;0.0033395000000000508
25;4;True;0.003244300000000422
26;4;True;0.0032743000000001743
27;4;True;0.0032666000000007855
28;4;True;0.0035213999999994527
29;4;True;0.003369100000000458
30;4;True;0.0032684999999998965
31;4;True;0.0032529999999999504
32;4;True;0.0033149000000003426
33;4;True;0.003955699999999673
34;4;True;0.0034605000000000885
35;4;True;0.0033137999999999224
36;4;True;0.003257900000000369
37;4;True;0.0033231000000002453
38;4;True;0.0034868999999995154
39;4;True;0.003265499999999477
40;4;True;0.003266199999999664
41;4;True;0.0033091000000000648
42;4;True;0.0033360000000000056
43;4;True;0.0033137999999999224
44;4;True;0.0033191000000005744
45;4;True;0.0032700999999999425
46;4;True;0.0033237000000001515
47;4;True;0.003332600000000241
48;4;True;0.0032861000000004026
49;4;True;0.003267800000000598
50;4;True;0.0033134999999999692
51;4;True;0.003328100000000056
52;4;True;0.0032803000000001248
53;4;True;0.0035235000000000127
54;4;True;0.003314200000000156
55;4;True;0.0032826999999997497
56;4;True;0.003338700000000472
57;4;True;0.003340099999999957
58;4;True;0.0033170000000000144
59;4;True;0.003366800000000225
60;4;True;0.0033346999999999127
61;4;True;0.0033202000000001064
62;4;True;0.0034133000000000635
63;4;True;0.003341499999999442
64;4;True;0.003307799999999972
65;4;True;0.0034015000000007234
66;4;True;0.0033492999999999995
67;4;True;0.0033346999999999127
68;4;True;0.0033832000000000306
69;4;True;0.0033427000000001428
70;4;True;0.003311099999999456
71;4;True;0.003400699999999368
72;4;True;0.0033519000000001853
73;4;True;0.0033352000000004267
74;4;True;0.0033775000000000333
75;4;True;0.003324100000000385
76;4;True;0.0033567999999997156
77;4;True;0.0033700999999997094
78;4;True;0.003339099999999817
79;4;True;0.003336400000000239
80;4;True;0.0033917999999992787
81;4;True;0.0033715000000000828
82;4;True;0.0033253000000001975
83;4;True;0.0035215000000006214
84;4;True;0.003287799999999841
85;4;True;0.003280400000000405
86;4;True;0.0033431999999997686
87;4;True;0.0032743000000001743
88;4;True;0.0032700999999999425
89;4;True;0.0035322000000004294
90;4;True;0.003226499999999355
91;4;True;0.0032966999999999302
92;4;True;0.0033764999999998935
93;4;True;0.0032269000000004766
94;4;True;0.0032477000000001865
95;4;True;0.0032873999999996073
96;4;True;0.0033259000000001038
97;4;True;0.0033090999999991766
98;4;True;0.003328599999999682
99;4;True;0.0032778999999996117
0;5;True;0.2756559999999997
1;5;True;0.2192773999999993
2;5;True;0.19788210000000017
3;5;True;0.12310850000000073
4;5;True;0.15312519999999985
5;5;True;0.3600141000000008
6;5;True;0.10286200000000001
7;5;True;0.1744457000000006
8;5;True;0.13585229999999981
9;5;True;0.21332590000000096
10;5;True;0.1264371000000004
11;5;True;0.19196279999999888
12;5;True;0.3179677999999999
13;5;True;0.20158580000000015
14;5;True;0.1269594999999999
15;5;True;0.14446529999999846
16;5;True;0.1277347000000013
17;5;True;0.16825240000000008
18;5;True;0.14097190000000026
19;5;True;0.12742770000000014
20;5;True;0.12900149999999933
21;5;True;0.1371096999999999
22;5;True;0.2520193000000006
23;5;True;0.1865111000000006
24;5;True;0.21514039999999923
25;5;True;0.07981589999999983
26;5;True;0.27538229999999864
27;5;True;0.14281700000000086
28;5;True;0.41637069999999987
29;5;True;0.13254249999999956
30;5;True;0.12812240000000052
31;5;True;0.10783140000000024
32;5;True;0.22101080000000017
33;5;True;0.12767730000000022
34;5;True;0.17239450000000112
35;5;True;0.1334603000000012
36;5;True;0.16645809999999983
37;5;True;0.12561840000000046
38;5;True;0.11199330000000174
39;5;True;0.2727403000000006
40;5;True;0.16064970000000045
41;5;True;0.2597000000000005
42;5;True;0.08808179999999943
43;5;True;0.15334920000000096
44;5;True;0.18582889999999885
45;5;True;0.304984300000001
46;5;True;0.1458478999999997
47;5;True;0.10441319999999976
48;5;True;0.2889205999999991
49;5;True;0.2501015000000013
50;5;True;0.15842629999999858
51;5;True;0.11363609999999902
52;5;True;0.30694780000000144
53;5;True;0.12781629999999922
54;5;True;0.21677079999999904
55;5;True;0.12512970000000223
56;5;True;0.1845183999999982
57;5;True;0.33767469999999733
58;5;True;0.13362010000000168
59;5;True;0.12678659999999908
60;5;True;0.1421032000000011
61;5;True;0.2211722000000016
62;5;True;0.19723749999999995
63;5;True;0.17028469999999984
64;5;True;0.12749520000000203
65;5;True;0.10691980000000001
66;5;True;0.170812999999999
67;5;True;0.10362410000000111
68;5;True;0.13838379999999972
69;5;True;0.1374668000000021
70;5;True;0.21092270000000113
71;5;True;0.23745130000000003
72;5;True;0.21317610000000187
73;5;True;0.17690299999999937
74;5;True;0.24858219999999775
75;5;True;0.08112970000000175
76;5;True;0.11231749999999963
77;5;True;0.3830090999999989
78;5;True;0.2037204000000017
79;5;True;0.20935749999999942
80;5;True;0.13412770000000052
81;5;True;0.157134199999998
82;5;True;0.11834140000000204
83;5;True;0.18417470000000336
84;5;True;0.19736890000000074
85;5;True;0.1807134000000019
86;5;True;0.09778319999999852
87;5;True;0.20861479999999943
88;5;True;0.18045610000000067
89;5;True;0.2825635999999996
90;5;True;0.10092770000000328
91;5;True;0.09827109999999806
92;5;True;0.08553689999999747
93;5;True;0.26320180000000093
94;5;True;0.17888240000000266
95;5;True;0.16269560000000283
96;5;True;0.13447490000000073
97;5;True;0.09703440000000185
98;5;True;0.19585680000000139
99;5;True;0.12234160000000216
0;6;True;0.05318709999999882
1;6;True;0.0638949999999987
2;6;True;0.11922119999999836
3;6;True;0.07236879999999957
4;6;True;0.07416830000000019
5;6;True;0.08728599999999886
6;6;True;0.1262521000000021
7;6;True;0.12511929999999793
8;6;True;0.050651000000002
9;6;True;0.07267739999999989
10;6;True;0.05068859999999731
11;6;True;0.05225850000000065
12;6;True;0.08952939999999998
13;6;True;0.05212309999999931
14;6;True;0.05301830000000152
15;6;True;0.05150559999999871
16;6;True;0.13241900000000228
17;6;True;0.09477859999999794
18;6;True;0.05673429999999868
19;6;True;0.07492069999999984
20;6;True;0.09014040000000278
21;6;True;0.07880219999999838
22;6;True;0.07467399999999813
23;6;True;0.07728760000000179
24;6;True;0.09722809999999882
25;6;True;0.07579630000000037
26;6;True;0.05160049999999927
27;6;True;0.07510539999999821
28;6;True;0.08672759999999968
29;6;True;0.07790649999999744
30;6;True;0.05318630000000013
31;6;True;0.10617769999999993
32;6;True;0.05186279999999854
33;6;True;0.08616740000000078
34;6;True;0.08881530000000026
35;6;True;0.09606979999999865
36;6;True;0.07162639999999953
37;6;True;0.05067539999999937
38;6;True;0.05636520000000189
39;6;True;0.08724069999999884
40;6;True;0.07709970000000155
41;6;True;0.05137200000000064
42;6;True;0.08903240000000068
43;6;True;0.06479590000000002
44;6;True;0.05304089999999917
45;6;True;0.10888540000000191
46;6;True;0.052546599999999444
47;6;True;0.06149470000000079
48;6;True;0.08385900000000035
49;6;True;0.10372729999999919
50;6;True;0.14875599999999878
51;6;True;0.08501980000000131
52;6;True;0.10193119999999922
53;6;True;0.08379019999999926
54;6;True;0.07476839999999996
55;6;True;0.07458370000000158
56;6;True;0.06341610000000131
57;6;True;0.056588299999997815
58;6;True;0.09732659999999882
59;6;True;0.09315209999999752
60;6;True;0.05016330000000124
61;6;True;0.09666290000000188
62;6;True;0.05576369999999997
63;6;True;0.12048080000000283
64;6;True;0.050431299999999624
65;6;True;0.10410440000000065
66;6;True;0.05246520000000032
67;6;True;0.051375099999997786
68;6;True;0.07648790000000005
69;6;True;0.09228680000000011
70;6;True;0.06351559999999878
71;6;True;0.07902919999999725
72;6;True;0.09860330000000062
73;6;True;0.07317919999999845
74;6;True;0.08853149999999843
75;6;True;0.05038280000000128
76;6;True;0.05033300000000196
77;6;True;0.05070010000000025
78;6;True;0.07798920000000109
79;6;True;0.058198700000001935
80;6;True;0.07386790000000332
81;6;True;0.07323799999999991
82;6;True;0.0732065999999989
83;6;True;0.05192329999999856
84;6;True;0.09343039999999903
85;6;True;0.08780750000000026
86;6;True;0.06465759999999676
87;6;True;0.10452689999999976
88;6;True;0.06243629999999811
89;6;True;0.07478470000000215
90;6;True;0.06361490000000103
91;6;True;0.057456099999999566
92;6;True;0.07406109999999799
93;6;True;0.07460590000000167
94;6;True;0.12231639999999899
95;6;True;0.060829600000001705
96;6;True;0.07946739999999863
97;6;True;0.0745863
98;6;True;0.07531309999999891
99;6;True;0.07917899999999989
0;7;True;0.004753500000003186
1;7;True;0.00467649999999864
2;7;True;0.004719899999997779
3;7;True;0.004725500000002825
4;7;True;0.004695099999999286
5;7;True;0.00468180000000018
6;7;True;0.004613400000000212
7;7;True;0.004647699999999588
8;7;True;0.004673099999997987
9;7;True;0.004604900000000356
10;7;True;0.0046178999999995085
11;7;True;0.00480060000000293
12;7;True;0.004642199999999264
13;7;True;0.00460769999999755
14;7;True;0.004652300000000054
15;7;True;0.004675500000001165
16;7;True;0.004595500000000641
17;7;True;0.0046341000000005295
18;7;True;0.00471470000000096
19;7;True;0.004614300000000071
20;7;True;0.004629100000002495
21;7;True;0.004739799999995853
22;7;True;0.0045837999999989165
23;7;True;0.004623699999996234
24;7;True;0.004670599999997194
25;7;True;0.0046395999999973014
26;7;True;0.004647200000000851
27;7;True;0.004603700000004096
28;7;True;0.004722000000001003
29;7;True;0.0046327000000019325
30;7;True;0.004623200000004601
31;7;True;0.004756499999999164
32;7;True;0.004712600000004841
33;7;True;0.0046284999999954834
34;7;True;0.0046837000000010676
35;7;True;0.004888800000003357
36;7;True;0.004617699999997171
37;7;True;0.004608399999995072
38;7;True;0.004712699999998904
39;7;True;0.004636900000001276
40;7;True;0.004602299999994841
41;7;True;0.004693700000004242
42;7;True;0.0046759000000022866
43;7;True;0.004590499999999054
44;7;True;0.004722399999998572
45;7;True;0.004648500000001832
46;7;True;0.004665299999999206
47;7;True;0.004667300000001262
48;7;True;0.0046681000000035056
49;7;True;0.004651599999995426
50;7;True;0.004669099999993875
51;7;True;0.004687599999996905
52;7;True;0.00465990000000005
53;7;True;0.004664800000000469
54;7;True;0.004686700000000599
55;7;True;0.0046321999999960894
56;7;True;0.004873400000001027
57;7;True;0.00471160000000026
58;7;True;0.004641999999996926
59;7;True;0.004653499999996313
60;7;True;0.004747600000001739
61;7;True;0.004691099999995174
62;7;True;0.004662299999999675
63;7;True;0.004671599999994669
64;7;True;0.0047888000000000375
65;7;True;0.004638599999999826
66;7;True;0.004634200000005251
67;7;True;0.004717900000002828
68;7;True;0.004700399999997273
69;7;True;0.004648999999993464
70;7;True;0.004859800000005521
71;7;True;0.004952100000004123
72;7;True;0.004589500000001578
73;7;True;0.004845600000003003
74;7;True;0.0049407999999999674
75;7;True;0.004631699999997352
76;7;True;0.004744499999993934
77;7;True;0.005015399999997783
78;7;True;0.004644300000002488
79;7;True;0.004607299999996428
80;7;True;0.004758299999998883
81;7;True;0.004642199999999264
82;7;True;0.004621000000000208
83;7;True;0.004687199999999336
84;7;True;0.004721099999997591
85;7;True;0.004586799999998448
86;7;True;0.004680600000000368
87;7;True;0.004770899999996914
88;7;True;0.00461270000000269
89;7;True;0.004668500000001075
90;7;True;0.004731999999997072
91;7;True;0.004759999999997433
92;7;True;0.004679000000002986
93;7;True;0.004671500000000606
94;7;True;0.004718400000001566
95;7;True;0.004650200000000382
96;7;True;0.004646499999999776
97;7;True;0.004681900000001349
98;7;True;0.004718799999999135
99;7;True;0.004677499999999668
0;8;True;0.02983669999999705
1;8;True;0.02982650000000575
2;8;True;0.029607999999996082
3;8;True;0.029508499999998605
4;8;True;0.029619500000002574
5;8;True;0.02979159999999581
6;8;True;0.029661900000000685
7;8;True;0.029970800000000963
8;8;True;0.02966530000000489
9;8;True;0.029652599999998586
10;8;True;0.02970669999999842
11;8;True;0.029979500000003156
12;8;True;0.029891399999996793
13;8;True;0.03129859999999951
14;8;True;0.029612399999997763
15;8;True;0.03009529999999927
16;8;True;0.030055799999999522
17;8;True;0.0299586000000005
18;8;True;0.029851499999999476
19;8;True;0.029640800000002798
20;8;True;0.02959549999999922
21;8;True;0.029640200000002892
22;8;True;0.029559500000004846
23;8;True;0.029821800000000565
24;8;True;0.02968779999999782
25;8;True;0.029749999999999943
26;8;True;0.029612000000000194
27;8;True;0.029570300000003158
28;8;True;0.029631999999999437
29;8;True;0.03029589999999871
30;8;True;0.030033100000004254
31;8;True;0.03005799999999681
32;8;True;0.030065000000000452
33;8;True;0.030183700000002034
34;8;True;0.030040199999994854
35;8;True;0.029547700000001953
36;8;True;0.029575800000003483
37;8;True;0.029616300000000706
38;8;True;0.029818800000001033
39;8;True;0.029494700000000762
40;8;True;0.029589500000000157
41;8;True;0.02969380000000399
42;8;True;0.029516600000000892
43;8;True;0.0298601000000005
44;8;True;0.029544999999998822
45;8;True;0.029857800000002044
46;8;True;0.03031610000000029
47;8;True;0.030181100000000072
48;8;True;0.030247500000001537
49;8;True;0.030123200000005568
50;8;True;0.030058500000002653
51;8;True;0.029969699999995214
52;8;True;0.029952699999995502
53;8;True;0.02992179999999678
54;8;True;0.029933100000000934
55;8;True;0.02960930000000417
56;8;True;0.02976120000000293
57;8;True;0.029458300000001714
58;8;True;0.029608000000003187
59;8;True;0.02959520000000282
60;8;True;0.02955710000000522
61;8;True;0.029511599999999305
62;8;True;0.03017499999999984
63;8;True;0.030229999999995982
64;8;True;0.02991980000000183
65;8;True;0.030074200000001383
66;8;True;0.030077099999999746
67;8;True;0.030096000000000345
68;8;True;0.029613200000000006
69;8;True;0.029540099999998404
70;8;True;0.029860899999995638
71;8;True;0.029631099999996025
72;8;True;0.02969909999999487
73;8;True;0.02983669999999705
74;8;True;0.02966270000000293
75;8;True;0.029669599999998297
76;8;True;0.02961779999999692
77;8;True;0.029753199999994706
78;8;True;0.029497700000000293
79;8;True;0.031331900000004964
80;8;True;0.03093069999999898
81;8;True;0.02979509999999408
82;8;True;0.029800999999999078
83;8;True;0.030147700000000555
84;8;True;0.02989939999999791
85;8;True;0.02990859999999884
86;8;True;0.029951799999999196
87;8;True;0.029992300000003524
88;8;True;0.02979890000000296
89;8;True;0.030044000000003734
90;8;True;0.030184500000004277
91;8;True;0.030013300000000243
92;8;True;0.029455300000002183
93;8;True;0.029520900000001404
94;8;True;0.02969590000000011
95;8;True;0.02979289999999679
96;8;True;0.030494499999996094
97;8;True;0.029959400000002745
98;8;True;0.030034700000001635
99;8;True;0.029974900000006244
0;9;True;0.041095899999994856
1;9;True;0.32850089999999454
2;9;True;0.0331250000000054
3;9;True;0.13165730000000053
4;9;True;0.04982630000000654
5;9;True;0.03244899999999973
6;9;True;0.03221300000000582
7;9;True;0.2480578000000051
8;9;True;0.06482670000000468
9;9;True;0.07708149999999847
10;9;True;0.06992230000000177
11;9;True;0.1932145000000034
12;9;True;0.07736810000000105
13;9;True;0.06749280000000368
14;9;True;0.10915149999999585
15;9;True;0.03309580000000523
16;9;True;0.03166980000000308
17;9;True;0.04848559999999935
18;9;True;0.07169420000000315
19;9;True;0.056480700000001605
20;9;True;0.031094100000004232
21;9;True;0.03237130000000121
22;9;True;0.09113550000000004
23;9;True;0.031504300000001706
24;9;True;0.031802499999997735
25;9;True;0.03164079999999814
26;9;True;0.09561949999999797
